,Accounts Receivable Turnover,Debt/Equity,Accounts Payable Turnover,Average Payables,Capex to Sales,Inventory Turnover,ROIC,Working Capital,Book value per Share,P/E ratio,Average Receivables,Price to Tangible BV,Average Inventory,P/FCF ratio,Average Common Equity,P/S ratio,Average Assets,Capital Expenditures,Average Days of Payables,EV/Sales,P/B ratio,ROE,Free Cash Flow,Average Days of Receivables,Interest Debt per Share,Capex/Depreciation,Net Profit Margin,Earnings Yield,"Selling, General and Administrative Expense of Revenue",Return on Tangible Assets,Intangible Assets out of Total Assets,Interest Coverage,Days of Inventory on Hand,Net Current Asset Value,Free Cash Flow per Share,Net Debt/EBITDA,EV/FCF,EV/EBIT,ROA,Current Ratio,Free Cash Flow Yield,Asset Turnover,Cash ROIC,Graham Net Nets,EV/Operating CF,Operating CF/Net income,Quick Ratio,Graham Number,Depreciation/Fixed assets,Share Based Compensation of Revenue,Shareholders Equity per Share,Cash per Share,Capex per Share,P/Operating CF,Revenue per Share,EV/EBITDA,Operating CF per Share,Debt/Assets,Research and Development Expense of Revenue,year,ticker
0,6.1145,0.2165,30.1178,26613000.0,0.0363,0.0,0.1403,200247000.0,16.6032,32.8063,200223000.0,16.7578,,27.9966,777569500.0,3.6721,1334470000.0,-44383000.0,11.5653,3.6267,5.6116,0.1766,160578000.0,63.4714,3.5938,-0.6016,0.1122,0.0305,0.1902,0.5227,0.3542,0.0,0.0,-199223000.0,3.3279,-0.2305,27.6505,26.5358,0.1029,1.659,0.0357,0.9174,0.1184,-0.0443,21.6629,1.4927,1.4543,32.5721,1.1815,0.0406,16.6032,4.7457,-0.9198,53.3107,25.3723,26.5358,4.2477,0.1153,0.0,2023,WNS
1,6.5849,0.2215,26.3292,27922000.0,0.0252,0.0,0.1705,337392000.0,15.4221,31.663,168537500.0,7.3971,,80.4173,719047500.0,3.7662,1135320000.0,-27926000.0,13.8167,3.6287,5.5433,0.1837,159528000.0,61.6843,3.4158,-0.4537,0.119,0.0316,0.1847,0.3417,0.1623,0.0,0.0,157601000.0,3.2629,-0.6762,77.4823,24.5468,0.1164,2.4625,0.0124,0.9775,0.1114,0.0377,26.2284,1.419,2.1981,30.6087,1.2496,0.0398,15.4221,6.536,-0.5712,-73.4568,22.6995,24.5468,3.8341,0.1434,0.0,2022,WNS
2,6.14,0.267,20.4787,28674000.0,0.1097,0.0,0.1514,302441000.0,13.7462,34.9952,148638000.0,7.2833,,31.7209,635601000.0,3.9501,1059238500.0,-100077000.0,17.4138,3.8113,5.2698,0.1614,113649000.0,59.799,3.6697,-1.5943,0.1124,0.0286,0.1927,0.2893,0.171,0.0,0.0,87851000.0,2.2837,-0.6404,30.6062,25.7554,0.0969,2.4578,0.0315,0.8616,0.1373,0.0244,16.2749,2.0828,2.2116,25.3027,1.2009,0.0419,13.7462,6.2153,-2.011,47.694,18.3387,25.7554,4.2946,0.1651,0.0,2021,WNS
3,6.4378,0.0569,24.7613,23582000.0,0.0299,0.0,0.2302,222995000.0,11.8067,18.3675,144189500.0,5.4011,,10.6415,569764500.0,2.3024,898979500.0,-27778000.0,18.3356,2.0987,3.6403,0.2049,200843000.0,58.0987,0.6721,-0.4418,0.1258,0.0544,0.1954,0.4171,0.1891,0.0,0.0,3615000.0,4.0389,-0.903,9.6997,13.2898,0.1299,2.0833,0.094,1.0326,0.2036,0.0017,8.5212,1.9579,1.7991,24.9323,1.1033,0.0404,11.8067,4.4758,-0.5586,31.1351,18.6671,13.2898,4.5975,0.033,0.0,2020,WNS
4,5.9117,0.1111,27.6142,18767000.0,0.0398,0.0,0.1626,173451000.0,11.0178,25.4333,136866500.0,7.8435,,22.7943,523687500.0,3.3097,772596500.0,-32172000.0,12.5586,3.196,4.8476,0.2013,117482000.0,63.4365,1.2244,-0.8908,0.1303,0.0393,0.1975,0.4497,0.2686,0.0,0.0,102200000.0,2.3431,-0.59,22.0115,21.5925,0.1365,2.0709,0.0439,1.0473,0.1156,0.0382,17.2796,1.4194,1.8151,22.8164,0.5921,0.0375,11.0178,3.0586,-0.6417,59.5902,16.1375,21.5925,2.9848,0.0781,0.0,2019,WNS
5,6.2526,0.1801,29.6465,16971000.0,0.044,0.0,0.1633,233288000.0,9.8229,26.1579,121223500.0,8.344,,21.884,455011000.0,2.9736,731843000.0,-33317000.0,14.2937,2.7999,4.5536,0.19,102991000.0,64.0997,1.7689,-0.9396,0.114,0.0382,0.2103,0.2941,0.296,0.0,0.0,135942000.0,2.044,-1.01,20.6057,22.3622,0.1181,2.3948,0.0457,1.0357,0.0941,0.0603,15.5691,1.577,2.1158,19.4406,0.5851,0.0403,9.8229,4.3818,-0.6612,56.5926,15.0424,22.3622,2.7052,0.1173,0.0,2018,WNS
6,5.778,0.2813,23.6547,17050500.0,0.038,0.0,0.0842,214290000.0,8.2058,38.1467,104283500.0,7.8464,,20.8921,411627500.0,2.4017,614787000.0,-22867000.0,12.886,2.2938,3.4866,0.0917,69268000.0,66.2329,2.308,-0.6099,0.0627,0.0262,0.2064,0.1403,0.3275,0.0,0.0,73997000.0,1.3694,-0.7685,19.9529,29.3122,0.0614,2.4405,0.0479,0.9801,0.0523,0.0511,15.0008,2.4398,1.957,11.7675,0.6842,0.0382,8.2058,3.5941,-0.4521,47.1231,11.9123,29.3122,1.8215,0.1658,0.0,2017,WNS
7,5.7757,0.0,17.1659,21284000.0,0.0483,0.0,0.1951,219127000.0,7.9457,26.188,97336000.0,5.1637,,20.7818,398647500.0,2.7999,527876000.0,-27126000.0,19.8424,2.519,3.8562,0.1502,75741000.0,64.4254,0.0,-0.6676,0.1065,0.0382,0.1952,0.2222,0.1967,0.0,0.0,205196000.0,1.4744,-1.5408,18.6971,19.4407,0.1134,3.1206,0.0481,1.065,0.09,0.1304,13.7667,1.7179,2.6524,14.4628,0.8059,0.0319,7.9457,3.4035,-0.528,49.8508,10.9433,19.4407,2.0024,0.0,0.0,2016,WNS
8,5.5573,0.033,13.2412,25882500.0,0.0419,0.0,0.1866,187036000.0,7.5358,21.5221,96071000.0,4.7071,,17.1605,357038000.0,2.352,534363000.0,-22362000.0,24.1825,2.0815,3.2272,0.1642,73176000.0,65.2503,0.2484,-0.5796,0.1098,0.0465,0.1893,0.2491,0.2307,0.0,0.0,173885000.0,1.4172,-1.4048,15.1867,15.7742,0.1097,2.4607,0.0583,0.9991,0.0833,0.1385,11.6321,1.63,2.0417,13.8419,0.7999,0.0178,7.5358,3.2147,-0.4331,43.5733,10.34,15.7742,1.8503,0.0242,0.0,2015,WNS
9,5.3852,0.0805,11.2258,29190000.0,0.0388,0.0,0.1321,69016000.0,6.3771,22.2222,93333500.0,5.33,,14.8216,312783500.0,1.825,536659000.0,-19504000.0,32.3686,1.6432,2.8226,0.1331,61887000.0,70.2222,0.5131,-0.5167,0.0829,0.045,0.1803,0.3647,0.2839,0.0,0.0,40405000.0,1.2144,-1.0488,13.3453,16.7325,0.0776,1.3734,0.0675,0.9366,0.0773,0.044,10.1473,1.9543,1.1589,10.7807,0.8358,0.0138,6.3771,2.3059,-0.3827,36.144,9.8632,16.7325,1.5972,0.0486,0.0,2014,WNS
0,7.1691,1.9008,6.0603,92031000.0,0.0105,8.0682,0.6519,657000.0,0.9017,42.7049,183071000.0,0.0,69127500.0,14.3618,103547550.0,2.5698,1105108500.0,-13800000.0,65.2628,2.56,28.8883,0.754,235412000.0,50.6276,1.714,-0.2928,0.0595,0.0234,0.3252,1.6574,0.3598,0.0,58.2603,-448797000.0,1.8182,-0.083,14.3068,31.0199,0.0706,1.0011,0.0696,1.1876,0.3536,-0.1331,13.4819,3.192,0.7244,3.518,1.0146,0.0484,0.9017,1.8137,-0.1066,41.7976,10.1369,21.6156,1.9248,0.1944,0.1633,2023,EXTR
1,6.5321,3.3641,6.6775,72240000.0,0.0139,11.7488,0.2008,-11092000.0,0.698,26.2353,170286500.0,0.0,41058000.0,10.2927,72405550.0,1.038,1039301500.0,-15433000.0,63.8152,1.1363,12.7799,0.6114,112744000.0,60.4101,2.348,-0.2801,0.0398,0.0381,0.3265,1.1503,0.4049,0.0,37.2511,-489078000.0,0.871,0.9172,11.2679,19.6917,0.0426,0.9778,0.0972,1.0703,0.1335,-0.4236,9.8612,2.8953,0.757,2.3107,1.1112,0.039,0.698,1.5028,-0.1192,18.006,8.5935,10.5969,0.9903,0.2844,0.1713,2022,EXTR
2,7.2307,6.2346,7.8153,54290500.0,0.017,8.8882,0.146,31895000.0,0.4392,558.0,139601500.0,0.0,47737000.0,10.9161,29933050.0,1.3711,994590500.0,-17176000.0,51.7372,1.463,25.4103,0.0647,127359000.0,56.5809,2.7382,-0.2404,0.0019,0.0018,0.3398,0.0223,0.3635,0.0,28.2893,-468030000.0,1.0269,0.8759,11.6472,42.9586,0.0019,1.07,0.0916,1.0149,0.1397,-0.3382,10.2172,74.6565,0.8852,0.4446,1.299,0.0387,0.4392,1.9908,-0.1385,24.265,8.1392,13.9543,1.1654,0.3362,0.1952,2021,EXTR
3,6.3809,76.158,7.5376,57071500.0,0.0161,6.8186,-0.2776,16386000.0,0.0451,0.0,148570500.0,0.0,63089000.0,25.9387,60692500.0,0.5485,867981000.0,-15268000.0,41.0996,0.7776,96.3306,-2.09,20616000.0,47.2515,3.4312,-0.1903,-0.1338,-0.2442,0.3635,-1.6868,0.4081,0.0,53.1056,-559483000.0,0.1721,-11.6427,36.7747,0.0,-0.1461,1.0412,0.0386,1.0922,-0.0376,-1.0759,20.5446,-0.2829,0.7958,0.0,1.3643,0.0399,0.0451,1.6181,-0.1274,58.936,7.9124,0.0,0.2995,0.4199,0.2211,2020,EXTR
4,5.1484,1.5411,6.2882,70696500.0,0.0228,6.9758,-0.0736,85960000.0,0.9833,0.0,193418500.0,0.0,63728000.0,9.5206,114359500.0,0.7806,763561000.0,-22730000.0,53.9461,0.7898,6.7018,-0.2261,82215000.0,63.9303,1.5154,-0.4299,-0.026,-0.0334,0.3424,-0.1621,0.2506,0.0,52.2096,-198898000.0,0.697,0.2397,9.6326,0.0,-0.0339,1.2414,0.105,1.3041,0.0676,-0.2559,7.494,-4.0593,0.9663,0.0,0.7188,0.033,0.9833,1.4379,-0.1927,30.5513,8.4422,20.6165,0.8897,0.2362,0.211,2019,EXTR
5,6.4355,1.7542,8.3639,53638000.0,0.0411,8.0632,-0.1261,68041000.0,0.987,0.0,152769000.0,0.0,55638500.0,0.0,119205000.0,0.9771,614974000.0,-40411000.0,61.5804,1.055,8.5211,-0.3925,-21368000.0,78.8639,1.7313,-0.8238,-0.0476,-0.0488,0.3235,-0.3193,0.2807,0.0,51.962,-229603000.0,-0.1871,7.0641,-47.2816,0.0,-0.0761,1.1891,-0.0228,1.5987,-0.1378,-0.239,54.467,-0.407,0.9269,0.0,0.6248,0.0281,0.987,1.0606,-0.3538,46.2427,8.6074,95.6303,0.1667,0.2567,0.187,2018,EXTR
6,6.9566,0.7376,8.8647,31149000.0,0.0172,6.2473,0.0429,85637000.0,1.1608,0.0,87267000.0,49.6038,44199500.0,20.673,107937500.0,1.6444,417061500.0,-10425000.0,41.7535,1.5822,7.9431,-0.0162,48858000.0,55.984,0.8562,-0.3958,-0.0029,-0.0087,0.3303,-0.0151,0.2296,0.0,62.6692,-35180000.0,0.4512,-1.1658,19.8913,159.0254,-0.0042,1.4017,0.0484,1.4556,0.0833,-0.0352,16.2024,-33.9925,1.0486,0.0,0.871,0.0208,1.1608,1.2048,-0.0963,65.1532,5.607,29.6643,0.5475,0.2017,0.1544,2017,EXTR
7,5.9698,0.6106,7.1826,35423000.0,0.0102,5.1399,-0.3669,17442000.0,0.8751,0.0,87078000.0,0.0,49501500.0,14.2796,97215950.0,0.6722,401541500.0,-5327000.0,44.0572,0.5971,3.874,-0.374,25039000.0,57.1681,0.5343,-0.1234,-0.07,-0.0885,0.3608,-0.7733,0.2421,0.0,58.8017,-55258000.0,0.2429,-2.971,12.6838,0.0,-0.0906,1.0825,0.07,1.2946,0.0033,-0.1581,10.2211,-0.8351,0.8299,0.0,1.4595,0.0285,0.8751,0.9131,-0.0517,30.5091,5.0433,23.6152,0.2946,0.1471,0.1514,2016,EXTR
8,5.0868,0.6416,7.0556,38721500.0,0.0141,4.7463,-0.4149,2564000.0,1.0529,0.0,108700500.0,0.0,57561500.0,8.9821,130473450.0,0.4816,477546000.0,-7774000.0,53.6205,0.4647,2.5549,-0.5491,29649000.0,61.2164,0.6755,-0.1594,-0.1296,-0.2714,0.3823,-1.6887,0.287,0.0,77.5069,-86431000.0,0.2995,0.6579,8.6667,0.0,-0.15,1.0109,0.1113,1.1579,-0.0099,-0.3246,6.8664,-0.5224,0.7177,0.0,1.2238,0.0322,1.0529,0.7699,-0.0785,69.0101,5.5853,0.0,0.378,0.156,0.169,2015,EXTR
9,6.0306,0.7757,7.8244,32235500.0,0.0432,6.8842,-0.1821,56548000.0,1.6407,0.0,86153000.0,0.0,36638000.0,0.0,172928500.0,0.8163,418928000.0,-22460000.0,53.9892,0.8464,2.7062,-0.3314,-49303000.0,87.5797,1.2727,-0.5701,-0.1103,-0.1351,0.3801,-0.5559,0.3008,0.0,82.6436,-66864000.0,-0.5162,-1.4475,-8.9197,0.0,-0.1368,1.2296,-0.1163,1.2402,-0.1911,-0.1577,-16.383,0.4684,0.936,0.0,0.8463,0.0306,1.6407,1.1085,-0.2351,112.3706,5.4395,0.0,-0.281,0.2309,0.1485,2014,EXTR
0,13.9221,0.0302,0.9426,196730450.0,0.2226,0.0,0.0294,97676100.0,3.8636,194.2,55259350.0,0.0,,495.4783,834177950.0,3.7477,1779464000.0,-171266900.0,425.137,3.4451,3.6129,0.0138,5819000.0,32.5131,0.1165,-0.8796,0.0149,0.0051,0.0994,0.0834,0.6073,0.0,0.0,-241734800.0,0.0282,-1.0517,455.4795,99.6948,0.0064,1.2995,0.002,0.4323,0.1271,-0.0838,14.9669,15.4326,0.9978,1.7388,4.878,0.0,3.8636,1.2434,-0.8292,103.8257,3.7247,11.9764,0.8574,0.0164,0.0,2022,SRAD
1,18.6801,0.5918,0.8624,163828100.0,0.233,0.0,0.0775,706081500.0,4.6624,351.4,35543600.0,0.0,,25.3824,528908350.0,7.8668,1594307000.0,-154691500.0,458.4796,7.339,6.211,0.0281,1739200.0,23.083,2.7592,-1.0106,0.0224,0.0028,0.166,0.0199,0.4565,0.0,0.0,-219400000.0,0.0093,-1.685,23.6796,0.0,0.0093,3.3567,0.0394,0.4165,0.0503,-0.0404,23.6796,10.5196,3.0733,1.7839,3.6015,0.0,4.6624,4.7076,-0.8287,872.7352,3.5569,27.8422,0.838,0.2458,0.0,2021,SRAD
2,13.0115,2.6727,0.708,144088500.0,0.232,0.0,0.152,285637800.0,544.0743,167.0,35548900.0,0.0,,0.0374,181744000.0,0.0247,945100500.0,-107321300.0,537.317,0.5735,0.0535,0.0626,65461900.0,22.9614,1454.1584,-0.7095,0.0246,0.006,0.1019,0.0351,0.3616,0.0,0.0,-391896800.0,189.9649,0.2868,0.8694,0.0,0.012,2.2518,26.7444,0.4894,0.1187,-47.4284,0.8694,15.1928,2.0576,0.0,3.8964,0.0,544.0743,1278.0168,-311.4373,0.1633,1342.2655,1.7109,501.4022,0.4584,0.0,2020,SRAD
3,8.2673,1.0227,2.1368,149500000.0,0.0,0.0,0.0,-90000000.0,0.595,167.0,51500000.0,0.0,,0.0374,190500000.0,0.0247,398500000.0,-109985200.0,157.6782,0.5735,0.0535,0.045,163372200.0,36.0057,0.6085,0.0,0.0201,0.006,0.1228,-0.1865,0.5922,0.0,0.0,-498000000.0,0.5523,0.6435,0.8694,0.0,0.0215,0.5833,26.7444,1.0684,0.2842,-47.4284,0.8694,19.0482,0.4907,0.0,2.8694,0.0,0.595,0.2163,0.0,0.1633,1.4393,1.7109,0.5523,0.2258,0.0,2019,SRAD
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,SRAD
0,6.0624,0.4214,4.8095,720276000.0,0.0267,2.6905,0.0869,809933000.0,39.3271,17.6177,628690000.0,2.2412,1287547500.0,0.0,1061981500.0,0.6401,2927559000.0,-101612000.0,84.8805,0.689,2.2265,0.1302,-127852000.0,70.6463,16.5726,-1.6209,0.0363,0.0568,0.0438,0.1102,0.0,0.0,168.8777,518628000.0,-4.5888,0.7733,-20.5384,14.7368,0.0472,1.4037,-0.0524,1.3019,-0.2569,0.2126,-100.0714,-0.1898,0.505,66.3155,0.141,0.0061,39.3271,9.8869,-3.647,-6223.461,136.7945,10.9014,-0.9418,0.1361,0.0,2022,PLXS
1,6.7258,0.2464,5.2908,575633000.0,0.0169,3.5092,0.109,802183000.0,35.9836,18.4351,500885000.0,2.5023,867886500.0,29.8895,1002856000.0,0.7584,2375870500.0,-57099000.0,76.0986,0.7533,2.4847,0.1385,85478000.0,56.3052,8.866,-0.9358,0.0412,0.0542,0.0427,0.116,0.0,0.0,116.5279,497225000.0,2.9914,-0.0723,29.6886,14.397,0.0585,1.7107,0.0335,1.4179,-0.1627,0.1946,17.799,1.0264,0.7001,62.6635,0.1544,0.0074,35.9836,9.4668,-1.9982,230.8984,117.8955,10.695,4.9896,0.1029,0.0,2021,PLXS
2,6.9878,0.3425,6.4036,480620500.0,0.0148,4.2033,0.1037,775642000.0,33.4811,17.5697,485185000.0,2.1252,732199500.0,12.8653,921527950.0,0.6082,2145365500.0,-50088000.0,61.2305,0.5925,2.1095,0.1275,160280000.0,51.9,11.4679,-0.8835,0.0347,0.0569,0.0452,0.1013,0.0,0.0,90.5431,466791000.0,5.49,-0.2527,12.534,13.0986,0.0548,1.7729,0.0777,1.5803,-0.1019,0.2264,9.5497,1.7907,0.8669,55.0306,0.1478,0.0072,33.4811,13.2863,-1.7156,17.4973,116.1293,9.5636,7.2056,0.1462,0.0,2020,PLXS
3,7.1666,0.3327,6.0395,475633000.0,0.0286,3.8422,0.0957,672788000.0,28.5942,17.3158,441555500.0,2.2045,747642000.0,76.6089,893359450.0,0.598,1966762500.0,-90600000.0,56.5358,0.6175,2.1861,0.1216,24700000.0,56.3209,9.5134,-1.7354,0.0343,0.0578,0.0468,0.1028,0.0,0.0,89.0631,402984000.0,0.816,0.3177,79.1079,13.755,0.0552,1.7773,0.0131,1.609,-0.1949,0.213,16.9468,1.0615,0.8256,48.193,0.1359,0.0067,28.5942,7.4743,-2.993,17.4774,104.5368,10.0585,3.8089,0.1439,0.0,2019,PLXS
4,7.5585,0.2048,5.6848,460160500.0,0.0217,3.6107,0.091,779488000.0,27.9109,110.7885,380170000.0,2.0641,724494000.0,414.3175,973541000.0,0.6617,1954412000.0,-62242000.0,70.6476,0.6237,2.0641,0.0134,4589000.0,50.1519,5.7151,-1.2888,0.0045,0.009,0.0485,0.0116,0.0041,0.0,110.8358,505662000.0,0.139,-0.6548,390.55,15.1521,0.0067,2.0567,0.0024,1.4703,-0.195,0.266,26.8174,5.1251,0.9388,18.0709,0.1415,0.0063,27.9109,9.02,-1.8859,74.9696,87.0681,10.7591,2.025,0.0976,0.0,2018,PLXS
5,6.4623,0.3052,5.6021,405599500.0,0.015,3.7287,0.1055,709864000.0,30.523,17.1081,391200500.0,1.8665,609386500.0,14.3008,971367950.0,0.7575,1871000500.0,-37834000.0,66.5038,0.6561,1.8665,0.1154,133900000.0,52.7727,9.3153,-0.8346,0.0443,0.0585,0.0498,0.1094,0.0,0.0,105.16,667212000.0,3.9837,-1.4617,12.3878,12.7685,0.0599,1.7821,0.0699,1.3512,-0.0749,0.3484,9.6587,1.5325,1.0299,47.8219,0.1441,0.0069,30.523,16.936,-1.1256,38.4428,75.2128,9.4656,5.1093,0.1584,0.0,2017,PLXS
6,6.3775,0.2863,5.8369,398955000.0,0.0104,4.1088,0.0833,782911000.0,27.4704,20.5175,400784000.0,1.7029,566751000.0,15.4239,879534400.0,0.6108,1728789500.0,-26516000.0,62.2585,0.5441,1.7029,0.0869,101222000.0,59.532,7.8657,-0.5592,0.0299,0.0487,0.0473,0.0712,0.0,0.0,88.4239,584325000.0,3.033,-1.1607,13.7399,13.9863,0.0442,2.2037,0.0648,1.4785,-0.1014,0.3743,10.8878,1.6714,1.3066,37.5397,0.1628,0.0076,27.4704,12.9731,-0.7945,304.5719,76.5867,9.4706,3.8275,0.1487,0.0,2016,PLXS
7,7.49,0.3108,6.059,398536500.0,0.0131,4.4091,0.0966,754741000.0,25.0542,13.7295,354376000.0,1.5399,547670500.0,30.952,811702500.0,0.4886,1650393000.0,-34669000.0,60.5693,0.4527,1.5399,0.1162,41903000.0,52.8986,7.7877,-0.7122,0.0355,0.0728,0.0461,0.088,0.0,0.0,86.0633,484551000.0,1.2464,-0.5807,28.6777,10.4099,0.0572,2.3029,0.0323,1.6083,-0.1648,0.3736,15.6935,0.8117,1.2805,39.8001,0.1534,0.005,25.0542,10.6225,-1.0313,61.7552,78.9544,7.3221,2.2777,0.1548,0.0,2015,PLXS
8,7.5569,0.3411,6.0659,354883500.0,0.0263,4.6295,0.0897,683524000.0,23.1207,14.314,314711000.0,1.5973,464995000.0,48.2382,740217050.0,0.5246,1528355000.0,-62567000.0,67.2058,0.4909,1.5973,0.1178,25865000.0,49.7367,7.8856,-1.2981,0.0367,0.0699,0.0478,0.0856,0.0,0.0,89.1814,402946000.0,0.7656,-0.5388,45.1383,11.6046,0.0571,2.2489,0.0207,1.5561,-0.1768,0.323,13.2023,1.014,1.2254,36.6355,0.1439,0.0055,23.1207,10.2587,-1.8519,40.5697,70.3936,7.8458,2.6175,0.1656,0.0,2014,PLXS
0,11.3674,0.1442,10.5495,114821000.0,0.1273,4.5146,0.1686,1107786000.0,17.2708,17.8672,147581500.0,8.9998,268310000.0,12.0969,1751965000.0,2.8067,2389424500.0,-213537000.0,45.4794,2.3695,8.7648,0.151,316283000.0,33.2742,2.4906,-0.7297,0.1577,0.056,0.0479,0.1278,0.0055,0.0,91.0335,836107000.0,2.8924,-1.2137,10.2125,12.754,0.1107,3.8596,0.0827,0.7021,-0.1366,0.1776,4.7485,2.0026,2.9912,16.3218,0.3041,0.0,17.2708,9.1982,-1.9528,8.8871,15.3418,8.8441,4.8452,0.1069,0.05,2022,TSEM
1,9.9115,0.1949,13.4248,87826000.0,0.1864,5.4379,0.0893,919875000.0,14.9188,28.5468,152164000.0,2.6911,216819000.0,34.6935,1535145500.0,2.8488,2162695000.0,-281052000.0,24.367,2.5506,2.6597,0.0977,140241000.0,34.4214,2.9077,-1.0382,0.0995,0.035,0.0512,0.0835,0.0084,0.0,72.5983,580351000.0,1.2952,-1.0288,31.0614,23.1018,0.0694,4.3289,0.0288,0.6974,-0.169,0.1351,9.1307,2.8084,3.2819,21.6006,0.3088,0.0,14.9188,7.0618,-2.5956,32.146,13.9285,8.7981,3.8908,0.1411,0.0566,2021,TSEM
2,8.7571,0.2683,9.5528,108069500.0,0.2038,5.2755,0.0502,830004000.0,13.565,33.5325,144533000.0,1.9272,195691000.0,861.6361,1400812500.0,2.188,2013491000.0,-257989000.0,34.2738,1.9347,1.9034,0.0588,18572000.0,46.7467,3.6388,-1.0726,0.065,0.0298,0.0505,0.0493,0.0086,0.0,70.4023,463669000.0,0.1732,-0.9669,761.8843,26.899,0.0409,4.0413,0.0012,0.6286,-0.2201,0.1674,8.8541,3.3603,3.1988,15.3302,0.2866,0.0,13.565,6.628,-2.4054,37.9304,11.8008,7.3853,2.5786,0.1864,0.0619,2020,TSEM
3,8.8025,0.2315,8.9862,111764000.0,0.1399,5.533,0.0595,835425000.0,12.6743,28.3059,140187500.0,1.923,181517000.0,21.4556,1291464000.0,2.0717,1861405000.0,-172579000.0,43.32,1.7188,1.8983,0.0697,118741000.0,37.5547,2.934,-0.8047,0.073,0.0353,0.0546,0.0593,0.0089,0.0,69.8708,502371000.0,1.1175,-1.4459,17.8008,24.4595,0.0484,4.3013,0.0466,0.6629,-0.1624,0.1965,7.2808,3.2352,3.4546,15.5691,0.3145,0.0,12.6743,7.0324,-1.6242,35.725,11.6135,7.0422,2.7417,0.1613,0.0612,2019,TSEM
4,8.6054,0.2164,9.2053,109838000.0,0.1413,6.4381,0.1123,784238000.0,12.0585,10.8382,151537500.0,1.2429,157046500.0,10.5556,1132955500.0,1.1588,1731808000.0,-184277000.0,37.6625,0.8723,1.2224,0.1197,128620000.0,42.9393,2.6092,-0.8595,0.104,0.0923,0.0498,0.0941,0.0114,0.0,61.6505,434187000.0,1.2546,-1.0114,7.9463,7.3418,0.0783,4.8496,0.0947,0.753,-0.1606,0.2873,3.6356,2.3079,3.8996,19.2091,0.3262,0.0,12.0585,6.2528,-1.7975,16.5155,12.7202,3.08,3.0521,0.1494,0.056,2018,TSEM
5,9.5442,0.325,9.6269,107304500.0,0.1208,7.3564,0.1708,571959000.0,10.6543,11.2745,145357000.0,3.3248,140423500.0,17.736,856160000.0,2.4034,1526761500.0,-167638000.0,40.7565,2.2411,3.2381,0.3481,187997000.0,39.377,3.4629,-0.8044,0.2148,0.0887,0.0482,0.2469,0.016,0.0,50.6386,230399000.0,1.9452,-0.5257,16.5384,14.1427,0.1952,2.8916,0.0564,0.9087,-0.1452,0.0691,8.7426,1.1934,2.3464,27.0841,0.3281,0.0,10.6543,5.7926,-1.7345,39.0962,14.3544,7.2601,3.6797,0.2,0.0488,2017,TSEM
6,9.9528,0.5043,9.9095,95517500.0,0.1677,7.7836,0.1717,450883000.0,7.8031,8.188,125556500.0,2.5887,121606500.0,14.2232,534100000.0,1.3413,1172626000.0,-209624000.0,38.2772,1.3052,2.4554,0.3818,117844000.0,41.1981,3.9349,-1.0608,0.1632,0.1221,0.0524,0.191,0.0255,0.0,53.0347,728000.0,1.3471,-0.1211,13.8401,9.3116,0.1739,2.8246,0.0703,1.0657,-0.2042,0.0004,4.9805,1.6058,2.1465,20.269,0.3204,0.0,7.8031,4.451,-2.3963,20.4817,14.2848,4.3754,3.7433,0.2495,0.0505,2016,TSEM
7,8.9359,0.7502,7.9325,95202500.0,0.1723,7.8035,0.1091,235608000.0,5.185,0.0,107495000.0,3.2526,96777000.0,0.0,290573500.0,1.1652,924757000.0,-165489000.0,44.3556,1.2524,2.9028,-0.102,4817000.0,41.8232,3.8899,-0.9849,-0.0309,-0.042,0.0654,-0.0426,0.043,0.0,51.0776,-133055000.0,0.0648,0.3349,-235.3703,14.6894,-0.0321,2.116,-0.0046,1.0387,-0.3285,-0.1189,22.6209,-5.7445,1.4951,0.0,0.3657,0.0,5.185,2.7644,-2.2253,474.6711,12.9167,9.5811,2.2901,0.2997,0.0642,2015,TSEM
8,8.4415,1.9794,9.2643,82491000.0,0.0606,10.0112,-0.1637,93759000.0,3.7755,95.2143,98087500.0,5.0626,76336500.0,0.0,168395500.0,0.8959,795013000.0,-50209000.0,47.1077,0.9924,3.7933,0.0253,47556000.0,46.2527,7.473,-0.2463,0.0051,0.0105,0.071,0.0083,0.0555,0.0,41.9691,-294501000.0,0.9181,1.9932,-15.2448,0.0,0.0054,1.3122,-0.0727,1.0415,-0.4174,-0.397,5.8684,22.9334,0.9726,3.3271,0.4864,0.0,3.7755,3.6134,-0.9693,-36.0785,15.9853,0.0,1.8874,0.4378,0.0626,2014,TSEM
